# software: krepp	version: v0.8.3	invocation krepp place -i data/toy-index -q data/query_mixture.fq.gz -l data/reference_taxonomy_lineages.tsv -o results/taxplacements_tabular.tsv --tabular
# ((((((((Palaeococcus_ferrophilus{0})Palaeococcus ferrophilus{1})Palaeococcus{2})Thermococcaceae{3})Thermococcales{4})Thermococci{5})Euryarchaeota{6},((((Pyrodictium_occultum{7})Pyrodictium occultum{8})Pyrodictium{9})Thermoprotei{10})Crenarchaeota{11})Archaea{12},(((((((Aliivibrio_salmonicida{13})Aliivibrio salmonicida{14},(Aliivibrio_wodanis{15})Aliivibrio wodanis{16})Aliivibrio{17},((Vibrio_anguillarum{18})Vibrio anguillarum{19})Vibrio{20})Vibrionaceae{21})Vibrionales{22},((Allochromatium_vinosum{23})Allochromatium vinosum{24})Allochromatium{25},((((Alteromonas_macleodii{26})Alteromonas macleodii{27},(Alteromonas_mediterranea{28})Alteromonas mediterranea{29},(Alteromonas_stellipolaris{30})Alteromonas stellipolaris{31})Alteromonas{32})Alteromonadaceae{33})Alteromonadales{34},((((Marinomonas_mediterranea{35})Marinomonas mediterranea{36},(Marinomonas_posidonica{37})Marinomonas posidonica{38})Marinomonas{39},((Thalassolituus_oleivorans{40})Thalassolituus oleivorans{41})Thalassolituus{42})Oceanospirillaceae{43})Oceanospirillales{44},((((Nitrosococcus_oceani{45})Nitrosococcus oceani{46},(Nitrosococcus_wardiae{47})Nitrosococcus wardiae{48},(Nitrosococcus_watsonii{49})Nitrosococcus watsonii{50})Nitrosococcus{51})Chromatiaceae{52},(((Spiribacter_roseus{53})Spiribacter roseus{54},(Spiribacter_salinus{55})Spiribacter salinus{56})Spiribacter{57})Ectothiorhodospiraceae{58})Chromatiales{59},((((Psychrobacter_cryohalolentis{60})Psychrobacter cryohalolentis{61})Psychrobacter{62})Moraxellaceae{63})Pseudomonadales{64})Gammaproteobacteria{65},(((((Candidatus_Endolissoclinum_sp{66})Candidatus Endolissoclinum sp.{67})Candidatus Endolissoclinum{68})Rhodospirillaceae{69})Rhodospirillales{70},((((Erythrobacter_aurantius{71})Erythrobacter aurantius{72},(Erythrobacter_litoralis{73})Erythrobacter litoralis{74})Erythrobacter{75})Erythrobacteraceae{76})Sphingomonadales{77})Alphaproteobacteria{78},(((Sulfurovum_mangrovi{79})Sulfurovum mangrovi{80})Sulfurovum{81})Epsilonproteobacteria{82})Proteobacteria{83},((((Bacillus_subtilis{84})Bacillus subtilis{85})Bacillus{86},((Staphylococcus_aureus{87})Staphylococcus aureus{88})Staphylococcus{89})Bacilli{90})Firmicutes{91},((((Bacteroides_fragilis{92})Bacteroides fragilis{93})Bacteroides{94})Bacteroidia{95})Bacteroidetes{96},((((Fusobacterium_nucleatum{97})Fusobacterium nucleatum{98})Fusobacterium{99})Fusobacteriia{100})Fusobacteria{101},((((((Ilumatobacter_coccineus{102})Ilumatobacter coccineus{103},(Ilumatobacter_sp_AH-269-C13{104})Ilumatobacter sp. AH_269_C13{105})Ilumatobacter{106})Acidimicrobiaceae{107})Acidimicrobiales{108})Acidimicrobiia{109},(((Mycobacterium_tuberculosis{110})Mycobacterium tuberculosis{111})Mycobacterium{112})Actinomycetes{113})Actinobacteria{114},((((Thermus_thermophilus{115})Thermus thermophilus{116})Thermus{117})Deinococci{118})Deinococcus_Thermus{119})Bacteria{120})root{121};
SEQ_ID	DISTAL_NODE	EDGE_NUM	LWR	DIST
NC_013960.1-158528	Nitrosococcus_wardiae	47	1.00000	0.00001
NC_013960.1-113506	Nitrosococcus_wardiae	47	1.00000	0.03517
NC_013960.1-6180	Nitrosococcus_wardiae	47	1.00000	0.05375
NZ_CP142840.1-7651	Alteromonas_macleodii	26	1.00000	0.00001
NC_013960.1-34376	Nitrosococcus_wardiae	47	1.00000	0.07090
NC_013960.1-129670	Nitrosococcus_watsonii	49	1.00000	0.09512
NC_020888.1-13730	Thalassolituus_oleivorans	40	1.00000	0.03984
NZ_CP018029.1-17158	Alteromonas_mediterranea	28	1.00000	0.03554
NZ_CP186025.1-24843	Vibrio_anguillarum	18	0.67895	0.00001
NZ_CP186025.1-24843	Vibrionaceae	21	0.32105	0.00357
NC_007484.1-39712	Nitrosococcus_oceani	45	1.00000	0.00001
NZ_CP186025.1-9341	Vibrio_anguillarum	18	1.00000	0.00535
NC_007484.1-48513	Nitrosococcus_oceani	45	1.00000	0.00882
NC_022664.1-14352	Spiribacter_roseus	53	1.00000	0.02961
NC_021291.1-21174	Spiribacter	57	0.27094	0.04020
NC_021291.1-21174	Spiribacter_salinus	55	0.72906	0.02660
NC_007484.1-467	Nitrosococcus_oceani	45	1.00000	0.00001
NC_007484.1-1874	Nitrosococcus_oceani	45	1.00000	0.00001
NC_007484.1-26134	Nitrosococcus_oceani	45	1.00000	0.00001
NC_022664.1-89288	Spiribacter	57	0.10665	0.06877
NC_022664.1-89288	Chromatiales	59	0.09496	0.07539
NC_022664.1-89288	Alteromonas_stellipolaris	30	0.06738	0.08502
NC_022664.1-89288	Spiribacter_salinus	55	0.10272	0.07165
NC_022664.1-89288	Nitrosococcus_oceani	45	0.03567	0.09644
NC_022664.1-89288	Alteromonas_macleodii	26	0.03573	0.09642
NC_022664.1-89288	Alteromonas	32	0.04359	0.09325
NC_022664.1-89288	Nitrosococcus_watsonii	49	0.09105	0.07694
NC_022664.1-89288	Nitrosococcus	51	0.07407	0.08283
NC_022664.1-89288	Spiribacter_roseus	53	0.10846	0.06523
NC_022664.1-89288	Allochromatium_vinosum	23	0.10841	0.06582
NC_022664.1-89288	Alteromonas_mediterranea	28	0.04391	0.09313
NC_022664.1-89288	Nitrosococcus_wardiae	47	0.08740	0.07829
NC_013960.1-1462	Nitrosococcus_wardiae	47	1.00000	0.02118
NC_007484.1-51735	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-24500	Nitrosococcus_wardiae	47	1.00000	0.13808
NC_007484.1-14069	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-84191	Nitrosococcus_wardiae	47	1.00000	0.04329
NC_021291.1-42519	Spiribacter_salinus	55	1.00000	0.03865
NZ_CP142840.1-11536	Alteromonas_macleodii	26	1.00000	0.00001
NC_013960.1-65123	Nitrosococcus_wardiae	47	1.00000	0.05375
NC_021291.1-20727	Spiribacter_salinus	55	1.00000	0.01410
NC_011312.1-5904	Aliivibrio_salmonicida	13	1.00000	0.00001
NC_013960.1-1939	Nitrosococcus_wardiae	47	1.00000	0.11595
NZ_CP186026.1-12616	Vibrio_anguillarum	18	1.00000	0.00001
NC_007484.1-38465	Nitrosococcus_oceani	45	1.00000	0.00001
NZ_CP186025.1-9527	Vibrio_anguillarum	18	1.00000	0.00872
NC_013960.1-15454	Nitrosococcus_wardiae	47	1.00000	0.07090
NZ_CP142840.1-13739	Alteromonas_macleodii	26	1.00000	0.00001
NC_007484.1-52482	Nitrosococcus_oceani	45	1.00000	0.00001
NC_021291.1-13595	Spiribacter_salinus	55	1.00000	0.01850
NC_022664.1-2906	Spiribacter_roseus	53	1.00000	0.13825
NC_015559.1-7025	Marinomonas_posidonica	37	1.00000	0.11331
NC_013960.1-101094	Nitrosococcus_wardiae	47	1.00000	0.11481
NZ_CP018029.1-29532	Alteromonas_mediterranea	28	1.00000	0.00001
NZ_CP018029.1-14903	Alteromonas_mediterranea	28	1.00000	0.01484
NC_007484.1-51546	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-139308	Nitrosococcus_wardiae	47	1.00000	0.03542
NC_022664.1-30745	Spiribacter	57	0.45798	0.13953
NC_022664.1-30745	Spiribacter_roseus	53	0.54202	0.12138
NC_013960.1-97843	Nitrosococcus_wardiae	47	1.00000	0.12119
NC_021291.1-35542	Spiribacter_salinus	55	1.00000	0.00776
NC_021291.1-1363	Spiribacter_salinus	55	1.00000	0.02754
NC_022664.1-36580	Spiribacter_roseus	53	1.00000	0.11276
NZ_CP018029.1-17142	Alteromonas_mediterranea	28	1.00000	0.01556
NC_011313.1-456	Aliivibrio_salmonicida	13	1.00000	0.00001
NZ_CP186025.1-26666	Vibrio_anguillarum	18	1.00000	0.02176
NC_013960.1-147497	Nitrosococcus_wardiae	47	1.00000	0.09709
NC_022664.1-116133	Spiribacter_roseus	53	1.00000	0.12441
NC_011313.1-381	Aliivibrio_salmonicida	13	1.00000	0.00001
NC_022664.1-116362	Spiribacter	57	0.38293	0.13370
NC_022664.1-116362	Spiribacter_roseus	53	0.61707	0.10913
NC_021291.1-47063	Spiribacter_salinus	55	1.00000	0.00989
NC_011312.1-936	Aliivibrio_salmonicida	13	1.00000	0.00001
NC_013960.1-65776	Nitrosococcus_wardiae	47	1.00000	0.07160
NZ_CP018029.1-835	Alteromonas_mediterranea	28	1.00000	0.00001
NC_013960.1-168767	Nitrosococcus_wardiae	47	1.00000	0.11738
NC_011313.1-926	Aliivibrio_salmonicida	13	1.00000	0.00001
NZ_CP018029.1-2841	Alteromonas_macleodii	26	0.44364	0.02502
NZ_CP018029.1-2841	Alteromonas	32	0.16468	0.04078
NZ_CP018029.1-2841	Alteromonas_mediterranea	28	0.39167	0.03016
NC_007484.1-45514	Nitrosococcus_oceani	45	0.33333	0.00001
NC_007484.1-45514	Nitrosococcus_watsonii	49	0.33333	0.00001
NC_007484.1-45514	Nitrosococcus	51	0.33333	0.00001
NC_022664.1-10723	Spiribacter_roseus	53	1.00000	0.03586
NZ_CP186025.1-10935	Vibrio_anguillarum	18	1.00000	0.03594
NC_007484.1-2983	Nitrosococcus_oceani	45	1.00000	0.00001
NC_007484.1-21138	Nitrosococcus_oceani	45	1.00000	0.00001
NZ_CP017057.1-57	Erythrobacter	75	0.32632	0.12907
NZ_CP017057.1-57	Erythrobacter_aurantius	71	0.67368	0.09640
NC_007484.1-28201	Nitrosococcus_oceani	45	1.00000	0.00001
NZ_CP186025.1-31172	Vibrio_anguillarum	18	1.00000	0.01525
NC_021291.1-46199	Spiribacter_salinus	55	1.00000	0.00001
NC_011313.1-4586	Aliivibrio_salmonicida	13	1.00000	0.00001
NC_013960.1-128274	Nitrosococcus_wardiae	47	1.00000	0.04927
NC_007484.1-22444	Nitrosococcus_oceani	45	1.00000	0.00001
NC_007484.1-46496	Nitrosococcus_oceani	45	1.00000	0.00860
NZ_CP142840.1-13065	Alteromonas_macleodii	26	1.00000	0.00001
NC_013960.1-60047	Nitrosococcus_wardiae	47	1.00000	0.09447
NC_013960.1-166688	Nitrosococcus_wardiae	47	1.00000	0.08860
NC_022664.1-67749	Spiribacter_roseus	53	1.00000	0.07179
NC_013960.1-116646	Nitrosococcus_wardiae	47	1.00000	0.12425
NC_007484.1-51702	Nitrosococcus_oceani	45	1.00000	0.00706
NC_013960.1-71158	Nitrosococcus_wardiae	47	1.00000	0.10426
NZ_CP018029.1-36543	Alteromonas_mediterranea	28	1.00000	0.00742
NZ_CP142840.1-8663	Alteromonas_macleodii	26	1.00000	0.00001
NC_022664.1-104288	Spiribacter_roseus	53	1.00000	0.12441
NZ_CP018029.1-12881	Alteromonas_macleodii	26	0.20282	0.11976
NZ_CP018029.1-12881	Alteromonas	32	0.23949	0.11660
NZ_CP018029.1-12881	Alteromonas_mediterranea	28	0.55769	0.08546
NC_007484.1-2114	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-113183	Nitrosococcus_wardiae	47	1.00000	0.04495
NC_007484.1-31588	Nitrosococcus_oceani	45	1.00000	0.00001
NC_021291.1-33718	Spiribacter_salinus	55	1.00000	0.00001
NC_022664.1-54808	Spiribacter_roseus	53	1.00000	0.06286
NC_020888.1-12650	Thalassolituus_oleivorans	40	1.00000	0.12058
NZ_AP043870.1-4123	Psychrobacter_cryohalolentis	60	1.00000	0.10385
NC_013960.1-159758	Nitrosococcus_wardiae	47	1.00000	0.05522
NC_020888.1-66	Thalassolituus_oleivorans	40	1.00000	0.03064
NC_007484.1-25387	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-11372	Nitrosococcus_wardiae	47	1.00000	0.10367
NC_013960.1-164808	Nitrosococcus_wardiae	47	1.00000	0.04055
NC_013960.1-59646	Nitrosococcus_watsonii	49	0.33606	0.11678
NC_013960.1-59646	Nitrosococcus	51	0.26951	0.12456
NC_013960.1-59646	Nitrosococcus_wardiae	47	0.39444	0.10309
NC_013960.1-157423	Nitrosococcus_wardiae	47	1.00000	0.08203
NZ_AP043870.1-6941	Psychrobacter_cryohalolentis	60	1.00000	0.11855
NC_020888.1-6240	Thalassolituus_oleivorans	40	1.00000	0.00001
NC_013960.1-156474	Nitrosococcus_wardiae	47	1.00000	0.09480
NC_013960.1-105008	Nitrosococcus_wardiae	47	1.00000	0.11254
NZ_CP018029.1-24898	Alteromonas_mediterranea	28	1.00000	0.02314
NC_022664.1-124030	Spiribacter_roseus	53	1.00000	0.02961
NC_011313.1-3365	Aliivibrio_salmonicida	13	1.00000	0.00001
NC_015559.1-227	Marinomonas_posidonica	37	1.00000	0.01405
NC_013960.1-118821	Nitrosococcus_wardiae	47	1.00000	0.08474
NC_020888.1-13231	Thalassolituus_oleivorans	40	1.00000	0.00001
NZ_CP017057.1-11493	Erythrobacter	75	0.40884	0.13000
NZ_CP017057.1-11493	Erythrobacter_litoralis	73	0.59116	0.10854
NZ_JBREXA010000001.1-3336	Aliivibrio_wodanis	15	1.00000	0.01490
NC_013960.1-58189	Nitrosococcus	51	0.33389	0.15926
NC_013960.1-58189	Nitrosococcus_wardiae	47	0.66611	0.12119
NZ_CP018029.1-30141	Alteromonas_mediterranea	28	1.00000	0.11721
NC_013960.1-76062	Nitrosococcus_wardiae	47	1.00000	0.10309
NZ_CP186025.1-7895	Vibrio_anguillarum	18	0.69724	0.01117
NZ_CP186025.1-7895	Vibrionaceae	21	0.30276	0.01943
NC_013960.1-95470	Nitrosococcus	51	0.21605	0.14866
NC_013960.1-95470	Nitrosococcus_wardiae	47	0.78395	0.10332
NC_013960.1-23831	Nitrosococcus_wardiae	47	1.00000	0.06949
NZ_CP186026.1-4422	Vibrio_anguillarum	18	1.00000	0.01596
NC_021291.1-29059	Spiribacter	57	0.26462	0.02399
NC_021291.1-29059	Spiribacter_salinus	55	0.73538	0.01324
NZ_CP186025.1-7919	Vibrio_anguillarum	18	1.00000	0.01619
NC_013960.1-33193	Nitrosococcus_wardiae	47	1.00000	0.03838
NC_022664.1-68392	Spiribacter_salinus	55	1.00000	0.11122
NZ_CP017057.1-1928	Erythrobacter	75	0.37173	0.09917
NZ_CP017057.1-1928	Erythrobacter_aurantius	71	0.62827	0.07306
NZ_CP142840.1-11830	Alteromonas_macleodii	26	1.00000	0.00001
NC_013960.1-108428	Nitrosococcus_wardiae	47	1.00000	0.01815
NC_007484.1-43789	Nitrosococcus_oceani	45	1.00000	0.00001
NC_007484.1-39621	Nitrosococcus_oceani	45	1.00000	0.01620
NC_013960.1-114320	Nitrosococcus_wardiae	47	1.00000	0.11254
NC_013960.1-84668	Nitrosococcus_wardiae	47	1.00000	0.08474
NC_022664.1-12098	Spiribacter_roseus	53	1.00000	0.08484
NC_022664.1-122943	Spiribacter_roseus	53	1.00000	0.07179
NC_007484.1-49184	Nitrosococcus_oceani	45	1.00000	0.00001
NC_022664.1-110329	Spiribacter	57	0.38669	0.06980
NC_022664.1-110329	Spiribacter_roseus	53	0.61331	0.04902
NZ_CP018029.1-28521	Alteromonas_macleodii	26	0.34825	0.04697
NZ_CP018029.1-28521	Alteromonas	32	0.30327	0.05092
NZ_CP018029.1-28521	Alteromonas_mediterranea	28	0.34849	0.04668
NC_021291.1-27498	Spiribacter_salinus	55	1.00000	0.04752
NZ_CP018029.1-11799	Alteromonas_mediterranea	28	1.00000	0.03932
NC_021291.1-8668	Spiribacter_salinus	55	1.00000	0.00618
NC_007484.1-21734	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-98400	Nitrosococcus_oceani	45	1.00000	0.09022
NC_020888.1-6420	Thalassolituus_oleivorans	40	1.00000	0.00001
NC_013960.1-124191	Nitrosococcus_wardiae	47	1.00000	0.09099
NZ_CP186025.1-13305	Vibrio_anguillarum	18	1.00000	0.00001
NZ_JBREXA010000001.1-4509	Aliivibrio_wodanis	15	1.00000	0.01129
NZ_CP186025.1-13213	Vibrio_anguillarum	18	1.00000	0.00001
NZ_CP186025.1-26591	Vibrio_anguillarum	18	1.00000	0.02286
NZ_CP186025.1-28370	Vibrio_anguillarum	18	1.00000	0.01255
NC_011312.1-10109	Aliivibrio_salmonicida	13	1.00000	0.01378
NC_007484.1-1248	Nitrosococcus_oceani	45	1.00000	0.00001
NZ_CP018029.1-5446	Alteromonas_mediterranea	28	1.00000	0.00774
NC_013960.1-60624	Nitrosococcus_wardiae	47	1.00000	0.10367
NC_007484.1-34543	Nitrosococcus_oceani	45	1.00000	0.00001
NZ_CP018029.1-2119	Alteromonas_mediterranea	28	1.00000	0.01331
NC_013960.1-52298	Nitrosococcus_wardiae	47	1.00000	0.02944
NC_015559.1-6440	Marinomonas_posidonica	37	1.00000	0.10951
NC_013960.1-22460	Nitrosococcus_wardiae	47	1.00000	0.04927
NC_011312.1-5236	Aliivibrio_salmonicida	13	1.00000	0.00001
NC_020888.1-5053	Thalassolituus_oleivorans	40	1.00000	0.04176
NZ_CP018029.1-21376	Alteromonas_mediterranea	28	1.00000	0.00001
NC_020888.1-11946	Thalassolituus_oleivorans	40	1.00000	0.00001
NZ_CP142840.1-15029	Alteromonas_macleodii	26	1.00000	0.00001
NC_021291.1-39377	Spiribacter_salinus	55	1.00000	0.02673
NC_021291.1-48306	Spiribacter_salinus	55	1.00000	0.03025
NC_007484.1-47086	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-23172	Nitrosococcus_oceani	45	1.00000	0.08695
NC_007484.1-55061	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-109250	Nitrosococcus_wardiae	47	1.00000	0.04927
NZ_CP186025.1-7382	Vibrio_anguillarum	18	1.00000	0.01213
NZ_CP186025.1-8206	Vibrio_anguillarum	18	1.00000	0.01142
NC_007484.1-21041	Nitrosococcus_oceani	45	1.00000	0.00001
NC_013960.1-144135	Nitrosococcus_wardiae	47	1.00000	0.12425
NC_007484.1-36494	Nitrosococcus_oceani	45	1.00000	0.00001
NC_021291.1-31462	Spiribacter_salinus	55	1.00000	0.00001
NC_013960.1-100033	Nitrosococcus_wardiae	47	1.00000	0.03099
NC_021291.1-10855	Spiribacter_salinus	55	1.00000	0.00001
NZ_CP018029.1-23227	Alteromonas_mediterranea	28	1.00000	0.00001
NZ_JBREXA010000002.1-11684	Aliivibrio_wodanis	15	1.00000	0.01120
NC_015559.1-3418	Marinomonas_posidonica	37	1.00000	0.09159
NC_022664.1-26483	Spiribacter_roseus	53	1.00000	0.07288
NC_013960.1-97478	Nitrosococcus_wardiae	47	1.00000	0.05888
NZ_CP186025.1-28529	Vibrio_anguillarum	18	1.00000	0.00001
NZ_CP017057.1-17221	Erythrobacter	75	0.39997	0.10438
NZ_CP017057.1-17221	Erythrobacter_aurantius	71	0.60003	0.08121
NC_022664.1-94585	Spiribacter	57	0.49246	0.13120
NC_022664.1-94585	Spiribacter_roseus	53	0.50754	0.12441
NZ_CP186025.1-17154	Vibrio_anguillarum	18	1.00000	0.00001
NC_013960.1-91252	Nitrosococcus_wardiae	47	1.00000	0.03966
NC_007484.1-18422	Nitrosococcus_oceani	45	1.00000	0.00001
NC_022664.1-16967	Spiribacter_roseus	53	1.00000	0.09200
NC_013960.1-37770	Nitrosococcus_wardiae	47	1.00000	0.06119
NZ_JBREXA010000002.1-6244	Aliivibrio_wodanis	15	0.50000	0.00001
NZ_JBREXA010000002.1-6244	Aliivibrio	17	0.50000	0.00001
NC_011312.1-10389	Aliivibrio_salmonicida	13	1.00000	0.00997
NC_022664.1-64851	Spiribacter_roseus	53	1.00000	0.03789
NC_007484.1-48060	Nitrosococcus_oceani	45	1.00000	0.00001
NC_022664.1-19649	Spiribacter_roseus	53	1.00000	0.04704
NC_007484.1-53235	Nitrosococcus_oceani	45	1.00000	0.00001
NZ_CP018029.1-21078	Alteromonas_mediterranea	28	1.00000	0.00001
NC_013960.1-169428	Nitrosococcus_wardiae	47	1.00000	0.07002
NC_013960.1-82319	Nitrosococcus_wardiae	47	1.00000	0.09709
NC_022664.1-9420	Spiribacter	57	0.45303	0.11813
NC_022664.1-9420	Spiribacter_roseus	53	0.54697	0.10324
NZ_CP186025.1-15980	Vibrio_anguillarum	18	1.00000	0.01569
NC_011312.1-9046	Aliivibrio_salmonicida	13	1.00000	0.00001
NZ_CP186026.1-6114	Vibrio_anguillarum	18	1.00000	0.02137
NC_022664.1-129692	Spiribacter_roseus	53	1.00000	0.09626
NC_021291.1-33117	Spiribacter_salinus	55	1.00000	0.00001
NC_007484.1-28408	Nitrosococcus_oceani	45	1.00000	0.01625
NC_013960.1-108417	Nitrosococcus_oceani	45	1.00000	0.04278
NC_007484.1-11978	Nitrosococcus_oceani	45	1.00000	0.00937
