# software: krepp	version: v0.8.3	invocation :/Users/asapci/Desktop/krepp/software-repository/krepp dist -i data/toy-index -q data/query_mixture.fq.gz --num-threads 4 --filter -o results/distances_filtered.tsv
SEQ_ID	REFERENCE_NAME	DIST
NC_022664.1-103377	NA	NaN
NZ_CP017057.1-1713	NA	NaN
NC_013960.1-126998	Nitrosococcus_watsonii	0.18831
NC_013960.1-126998	Nitrosococcus_wardiae	0.17129
NC_013960.1-113506	Nitrosococcus_wardiae	0.03517
NC_013960.1-29143	NA	NaN
NC_008818.1-18992	NA	NaN
NC_013960.1-124463	NA	NaN
NC_022664.1-13028	NA	NaN
NC_013960.1-144938	NA	NaN
NC_013960.1-6180	Nitrosococcus_wardiae	0.05375
NC_013960.1-56079	NA	NaN
NZ_CP186025.1-18043	NA	NaN
NC_009663.1-30032	NA	NaN
NZ_CP142840.1-7651	Alteromonas_macleodii	0.00001
NC_008818.1-3996	NA	NaN
NC_015387.1-1347	NA	NaN
NC_013960.1-34376	Nitrosococcus_wardiae	0.07090
NC_013960.1-129670	Nitrosococcus_watsonii	0.09512
NC_020888.1-13730	Thalassolituus_oleivorans	0.03984
NZ_CP018029.1-17158	Alteromonas_mediterranea	0.03554
NC_008818.1-46799	NA	NaN
NZ_CP186025.1-24843	Vibrio_anguillarum	0.00001
NC_013960.1-161849	NA	NaN
NC_007484.1-39712	Nitrosococcus_oceani	0.00001
NZ_CP186025.1-9341	Vibrio_anguillarum	0.00535
NC_022664.1-109611	NA	NaN
NC_019566.1-13363	NA	NaN
NC_019566.1-35720	NA	NaN
NC_007484.1-48513	Nitrosococcus_oceani	0.00881
NC_022664.1-14352	Spiribacter_roseus	0.02961
NC_022664.1-133739	NA	NaN
NZ_AP043870.1-581	Psychrobacter_cryohalolentis	0.16168
NC_013960.1-118606	Nitrosococcus_oceani	0.20643
NZ_CP006019.1-39122	NA	NaN
NC_008818.1-57549	NA	NaN
NC_022664.1-125031	NA	NaN
NC_022664.1-147386	NA	NaN
NC_021291.1-21174	Spiribacter_salinus	0.02661
NC_007484.1-467	Nitrosococcus_oceani	0.00001
NC_007484.1-1874	Nitrosococcus_oceani	0.00001
NC_008818.1-37552	NA	NaN
NC_007484.1-26134	Nitrosococcus_oceani	0.00001
NC_022664.1-89288	Allochromatium_vinosum	0.06582
NC_022664.1-89288	Alteromonas_stellipolaris	0.08502
NC_022664.1-89288	Spiribacter_roseus	0.06523
NC_022664.1-89288	Alteromonas_macleodii	0.09641
NC_022664.1-89288	Nitrosococcus_watsonii	0.07694
NC_022664.1-89288	Alteromonas_mediterranea	0.09314
NC_022664.1-89288	Nitrosococcus_wardiae	0.07829
NC_022664.1-89288	Nitrosococcus_oceani	0.09645
NC_022664.1-89288	Spiribacter_salinus	0.07165
NZ_CP006019.1-27850	NA	NaN
NC_022664.1-39942	NA	NaN
NC_019940.1-3694	NA	NaN
NC_013960.1-1462	Nitrosococcus_wardiae	0.02118
NZ_CP006019.1-56172	NA	NaN
NC_022664.1-52705	Spiribacter_roseus	0.15553
NC_007484.1-51735	Nitrosococcus_oceani	0.00001
NC_013960.1-24500	Nitrosococcus_wardiae	0.13808
NC_019940.1-9512	NA	NaN
NC_008818.1-74028	NA	NaN
NC_008818.1-38308	NA	NaN
NC_007484.1-14069	Nitrosococcus_oceani	0.00001
NC_013960.1-84191	Nitrosococcus_wardiae	0.04329
NC_021291.1-42519	Spiribacter_salinus	0.03866
NC_020520.1-2135	NA	NaN
NZ_AP043870.1-8330	Alteromonas_stellipolaris	0.18795
NZ_AP043870.1-8330	Psychrobacter_cryohalolentis	0.18356
NZ_CP142840.1-11536	Alteromonas_macleodii	0.00001
NC_013960.1-65123	Nitrosococcus_wardiae	0.05375
NC_021291.1-20727	Spiribacter_salinus	0.01410
NC_008818.1-110620	NA	NaN
NZ_JBREXA010000001.1-2638	NA	NaN
NC_011312.1-5904	Aliivibrio_salmonicida	0.00001
NC_008818.1-815	NA	NaN
NC_013960.1-1939	Nitrosococcus_wardiae	0.11595
NC_020520.1-22405	NA	NaN
NZ_CP186026.1-12616	Vibrio_anguillarum	0.00001
NC_008818.1-54412	NA	NaN
NC_013960.1-160022	NA	NaN
NC_007484.1-38465	Nitrosococcus_oceani	0.00001
NC_022664.1-122953	Spiribacter_roseus	0.20525
NC_022664.1-122953	Alteromonas_macleodii	0.17449
NC_022664.1-122953	Spiribacter_salinus	0.15038
NZ_CP186025.1-9527	Vibrio_anguillarum	0.00872
NC_019566.1-2847	NA	NaN
NC_013960.1-15454	Nitrosococcus_wardiae	0.07090
NZ_CP142840.1-13739	Alteromonas_macleodii	0.00001
NZ_CP006019.1-18780	Palaeococcus_ferrophilus	0.20580
NC_015559.1-9877	NA	NaN
NC_021291.1-41878	NA	NaN
NC_008818.1-71037	NA	NaN
NC_019940.1-15042	NA	NaN
NC_022664.1-112594	Spiribacter_roseus	0.20525
NC_007484.1-52482	Nitrosococcus_oceani	0.00001
NC_022664.1-147008	Spiribacter_roseus	0.18267
NC_013960.1-163056	Nitrosococcus_wardiae	0.15525
NC_015387.1-4448	NA	NaN
NC_009663.1-22223	NA	NaN
NC_009663.1-37498	NA	NaN
NC_008818.1-5203	NA	NaN
NC_008818.1-64755	NA	NaN
NC_009663.1-34991	Sulfurovum_mangrovi	0.17226
NC_009663.1-34991	Nitrosococcus_wardiae	0.18778
NZ_AP043870.1-4596	NA	NaN
NC_022664.1-1407	Spiribacter_roseus	0.16056
NC_022664.1-1407	Spiribacter_salinus	0.20588
NC_008818.1-7886	NA	NaN
NC_021291.1-13595	Spiribacter_salinus	0.01850
NC_009663.1-48944	NA	NaN
NC_022664.1-102800	NA	NaN
NC_008818.1-5183	NA	NaN
NC_022664.1-2906	Spiribacter_roseus	0.13825
NZ_CP006019.1-7051	Fusobacterium_nucleatum	0.18808
NC_008818.1-73055	NA	NaN
NC_015559.1-7025	Marinomonas_posidonica	0.11331
NC_008818.1-105287	NA	NaN
NC_019566.1-10712	NA	NaN
NC_013960.1-101094	Nitrosococcus_wardiae	0.11482
NZ_CP006019.1-16734	NA	NaN
NZ_CP018029.1-29532	Alteromonas_mediterranea	0.00001
NZ_CP018029.1-14903	Alteromonas_mediterranea	0.01484
NC_007484.1-51546	Nitrosococcus_oceani	0.00001
NC_021291.1-7458	NA	NaN
NC_008818.1-27870	Nitrosococcus_watsonii	0.18831
NC_008818.1-27870	Nitrosococcus_oceani	0.18938
NC_020520.1-18882	NA	NaN
NC_013960.1-139308	Nitrosococcus_wardiae	0.03543
NC_022664.1-79340	NA	NaN
NZ_CP017057.1-9007	NA	NaN
NC_009663.1-8931	NA	NaN
NC_022664.1-30745	Spiribacter_roseus	0.12138
NC_022664.1-30745	Spiribacter_salinus	0.17241
NC_015559.1-1684	NA	NaN
NC_013960.1-57576	Nitrosococcus_wardiae	0.17129
NZ_CP006019.1-45014	NA	NaN
NC_022664.1-151818	Spiribacter_roseus	0.13962
NC_013960.1-23274	Nitrosococcus_wardiae	0.17129
NC_013960.1-97843	Nitrosococcus_wardiae	0.12119
NC_021291.1-35542	Spiribacter_salinus	0.00775
NC_021291.1-1363	Spiribacter_salinus	0.02754
NC_008818.1-25608	NA	NaN
NC_008818.1-21831	NA	NaN
NC_013960.1-168176	Nitrosococcus_wardiae	0.17129
NC_022664.1-36580	Spiribacter_roseus	0.11275
NZ_CP018029.1-17142	Alteromonas_mediterranea	0.01555
NC_011313.1-456	Aliivibrio_salmonicida	0.00001
NC_009663.1-36705	NA	NaN
NC_022664.1-31958	Spiribacter_roseus	0.15553
NC_022664.1-31958	Spiribacter_salinus	0.17241
NC_009663.1-41270	NA	NaN
NC_019566.1-51618	NA	NaN
NZ_CP006019.1-9372	NA	NaN
NC_008818.1-104026	NA	NaN
NC_022664.1-110005	NA	NaN
NZ_CP186025.1-26666	Vibrio_anguillarum	0.02176
NC_013960.1-147497	Nitrosococcus_wardiae	0.09710
NC_022664.1-67577	NA	NaN
NC_009663.1-33118	NA	NaN
NC_022664.1-116133	Spiribacter_roseus	0.12440
NC_022664.1-34244	Spiribacter_roseus	0.15553
NZ_CP017057.1-20429	NA	NaN
NC_019566.1-45946	NA	NaN
NC_022664.1-62477	Spiribacter_roseus	0.20525
NC_008818.1-40619	NA	NaN
NC_011313.1-381	Aliivibrio_salmonicida	0.00001
NC_022664.1-116362	Spiribacter_roseus	0.10914
NC_020520.1-7597	NA	NaN
NC_021291.1-47063	Spiribacter_salinus	0.00989
NC_011312.1-936	Aliivibrio_salmonicida	0.00001
NC_022664.1-140150	NA	NaN
NC_015387.1-985	NA	NaN
NC_013960.1-65776	Nitrosococcus_wardiae	0.07160
NC_020520.1-13779	NA	NaN
NZ_CP018029.1-835	Alteromonas_mediterranea	0.00001
NC_013960.1-168767	Nitrosococcus_wardiae	0.11738
NC_011313.1-926	Aliivibrio_salmonicida	0.00001
NC_022664.1-133482	Spiribacter_salinus	0.20588
NZ_CP018029.1-2841	Alteromonas_macleodii	0.02502
NZ_CP018029.1-2841	Alteromonas_mediterranea	0.03016
NC_007484.1-45514	Nitrosococcus_watsonii	0.00001
NC_007484.1-45514	Nitrosococcus_oceani	0.00001
NC_022664.1-10723	Spiribacter_roseus	0.03586
NZ_CP186025.1-10935	Vibrio_anguillarum	0.03594
NC_007484.1-2983	Nitrosococcus_oceani	0.00001
NC_007484.1-21138	Nitrosococcus_oceani	0.00001
NZ_CP017057.1-57	Ilumatobacter_sp	0.13806
NZ_CP017057.1-57	Erythrobacter_aurantius	0.09640
NC_007484.1-28201	Nitrosococcus_oceani	0.00001
NC_008818.1-560	NA	NaN
NZ_CP186025.1-31172	Vibrio_anguillarum	0.01525
NC_021291.1-46199	Spiribacter_salinus	0.00001
NC_011313.1-4586	Aliivibrio_salmonicida	0.00001
NC_022664.1-62244	NA	NaN
NZ_CP006019.1-14895	NA	NaN
NC_019566.1-21151	NA	NaN
NZ_CP006019.1-9849	NA	NaN
NC_015559.1-4810	NA	NaN
NC_008818.1-96986	NA	NaN
NC_022664.1-78425	Spiribacter_roseus	0.12440
NC_022664.1-78425	Spiribacter_salinus	0.17214
NC_022664.1-22721	Spiribacter_roseus	0.17153
NC_022664.1-22721	Spiribacter_salinus	0.15654
NC_013960.1-128274	Nitrosococcus_wardiae	0.04927
NC_007484.1-22444	Nitrosococcus_oceani	0.00001
NC_020520.1-14704	NA	NaN
NC_007484.1-46496	Nitrosococcus_oceani	0.00860
NC_009663.1-42579	NA	NaN
NZ_CP006019.1-47296	NA	NaN
NZ_CP142840.1-13065	Alteromonas_macleodii	0.00001
NC_008818.1-5168	NA	NaN
NC_013960.1-60047	Nitrosococcus_wardiae	0.09447
NC_022664.1-90023	NA	NaN
NC_008818.1-92121	NA	NaN
NC_013960.1-29359	NA	NaN
NC_022664.1-12065	NA	NaN
NC_013960.1-166688	Nitrosococcus_wardiae	0.08860
NC_022664.1-67749	Spiribacter_roseus	0.07179
NC_015559.1-1568	Marinomonas_posidonica	0.17216
NC_013960.1-88244	Nitrosococcus_oceani	0.17316
NC_020520.1-14027	NA	NaN
NZ_CP017057.1-16767	NA	NaN
NC_009663.1-45577	Sulfurovum_mangrovi	0.16136
NC_013960.1-116646	Nitrosococcus_wardiae	0.12425
NC_007484.1-51702	Nitrosococcus_oceani	0.00705
NC_022664.1-30569	NA	NaN
NC_019566.1-53082	NA	NaN
NC_013960.1-71158	Nitrosococcus_wardiae	0.10425
NC_019566.1-46227	NA	NaN
NZ_CP018029.1-36543	Alteromonas_mediterranea	0.00742
NC_013960.1-147462	NA	NaN
NC_008818.1-45336	NA	NaN
NZ_CP142840.1-8663	Alteromonas_macleodii	0.00001
NZ_CP017057.1-13452	NA	NaN
NC_008818.1-49685	NA	NaN
NC_020520.1-973	Ilumatobacter_sp	0.15445
NZ_AP043870.1-7949	Allochromatium_vinosum	0.17276
NZ_AP043870.1-7949	Psychrobacter_cryohalolentis	0.20631
NZ_AP043870.1-7949	Aliivibrio_wodanis	0.17269
NZ_AP043870.1-7949	Aliivibrio_salmonicida	0.17287
NZ_AP043870.1-7949	Staphylococcus_aureus	0.18322
NZ_CP006019.1-24522	NA	NaN
NZ_CP018029.1-12032	NA	NaN
NC_022664.1-104288	Spiribacter_roseus	0.12440
NZ_CP018029.1-12881	Alteromonas_macleodii	0.11976
NZ_CP018029.1-12881	Alteromonas_mediterranea	0.08546
NC_009663.1-10995	NA	NaN
NC_019940.1-6249	NA	NaN
NC_009663.1-4740	NA	NaN
NC_022664.1-154304	Spiribacter_roseus	0.15553
NC_009663.1-11801	NA	NaN
NC_007484.1-2114	Nitrosococcus_oceani	0.00001
NC_013960.1-113183	Nitrosococcus_wardiae	0.04496
NZ_AP043870.1-4451	Psychrobacter_cryohalolentis	0.15089
NC_008818.1-102335	NA	NaN
NC_015559.1-903	Marinomonas_posidonica	0.16104
NC_007484.1-31588	Nitrosococcus_oceani	0.00001
NC_019566.1-14716	NA	NaN
NC_021291.1-33718	Spiribacter_salinus	0.00001
NC_022664.1-54808	Spiribacter_roseus	0.06286
NC_015559.1-16195	NA	NaN
NZ_CP006019.1-49931	NA	NaN
NC_022664.1-34239	NA	NaN
NC_020888.1-12650	Thalassolituus_oleivorans	0.12058
NC_013960.1-147894	NA	NaN
NC_022664.1-145643	Spiribacter_salinus	0.20588
NZ_AP043870.1-4123	Psychrobacter_cryohalolentis	0.10385
NC_022664.1-99919	NA	NaN
NC_022664.1-100753	Spiribacter_roseus	0.20525
NC_022664.1-47873	Candidatus_Endolissoclinum_sp	0.20566
NC_022664.1-47873	Spiribacter_salinus	0.20588
NC_022664.1-37112	Vibrio_anguillarum	0.18883
NC_022664.1-37112	Spiribacter_roseus	0.17154
NC_022664.1-37112	Thalassolituus_oleivorans	0.20508
NC_022664.1-37112	Psychrobacter_cryohalolentis	0.18924
NC_022664.1-37112	Erythrobacter_litoralis	0.18712
NC_008818.1-107903	NA	NaN
NC_013960.1-159758	Nitrosococcus_wardiae	0.05522
NC_020888.1-66	Thalassolituus_oleivorans	0.03063
NC_007484.1-25387	Nitrosococcus_oceani	0.00001
NC_013960.1-11372	Nitrosococcus_wardiae	0.10366
NC_013960.1-164808	Nitrosococcus_wardiae	0.04055
NC_008818.1-20930	NA	NaN
NC_015387.1-13274	NA	NaN
NZ_CP006019.1-28851	NA	NaN
NC_022664.1-144977	NA	NaN
NC_022664.1-93356	Spiribacter_salinus	0.20588
NC_009663.1-7562	NA	NaN
NC_013960.1-59646	Nitrosococcus_watsonii	0.11679
NC_013960.1-59646	Nitrosococcus_wardiae	0.10310
NZ_CP017057.1-354	NA	NaN
NC_022664.1-1008	Ilumatobacter_sp	0.20474
NC_013960.1-157423	Nitrosococcus_wardiae	0.08203
NZ_AP043870.1-6941	Psychrobacter_cryohalolentis	0.11854
NC_019566.1-15633	NA	NaN
NC_008818.1-70021	NA	NaN
NC_009663.1-34154	Sulfurovum_mangrovi	0.13970
NC_020888.1-6240	Thalassolituus_oleivorans	0.00001
NC_013960.1-156474	Nitrosococcus_wardiae	0.09480
NC_013960.1-118072	NA	NaN
NC_013960.1-105008	Nitrosococcus_wardiae	0.11254
NZ_CP018029.1-24898	Alteromonas_mediterranea	0.02314
NC_022664.1-124030	Spiribacter_roseus	0.02961
NC_011313.1-3365	Aliivibrio_salmonicida	0.00001
NC_022664.1-118821	NA	NaN
NC_008818.1-48447	NA	NaN
NC_015559.1-227	Marinomonas_posidonica	0.01405
NC_008818.1-84021	NA	NaN
NC_009663.1-15642	NA	NaN
NC_013960.1-118821	Nitrosococcus_wardiae	0.08474
NC_020888.1-13231	Thalassolituus_oleivorans	0.00001
NC_013960.1-154755	NA	NaN
NZ_CP186025.1-3248	Vibrio_anguillarum	0.20596
NZ_CP017057.1-11493	Erythrobacter_litoralis	0.10854
NC_022664.1-30612	Spiribacter_roseus	0.15553
NC_022664.1-94913	NA	NaN
NZ_JBREXA010000001.1-3336	Aliivibrio_wodanis	0.01490
NC_013960.1-82084	NA	NaN
NC_020520.1-18248	NA	NaN
NZ_JBREXA010000002.1-5854	NA	NaN
NC_013960.1-96875	NA	NaN
NZ_CP006019.1-16552	NA	NaN
NZ_CP006019.1-49773	NA	NaN
NC_013960.1-58189	Nitrosococcus_wardiae	0.12119
NC_013960.1-58189	Nitrosococcus_oceani	0.17316
NZ_CP018029.1-30141	Alteromonas_macleodii	0.14035
NZ_CP018029.1-30141	Alteromonas_mediterranea	0.11721
NC_022664.1-142275	Spiribacter_roseus	0.20525
NC_008818.1-11940	NA	NaN
NC_009663.1-9499	Sulfurovum_mangrovi	0.15675
NC_013960.1-76062	Nitrosococcus_wardiae	0.10310
NZ_CP186025.1-7895	Vibrio_anguillarum	0.01118
NZ_CP006019.1-34180	NA	NaN
NC_019940.1-3701	Candidatus_Endolissoclinum_sp	0.20566
NC_013960.1-41942	NA	NaN
NC_013960.1-50585	NA	NaN
NC_013960.1-95470	Nitrosococcus_wardiae	0.10332
NC_013960.1-23831	Nitrosococcus_wardiae	0.06949
NC_008818.1-57439	NA	NaN
NZ_CP186026.1-4422	Vibrio_anguillarum	0.01596
NC_020520.1-20535	NA	NaN
NC_021291.1-29059	Spiribacter_salinus	0.01324
NC_022664.1-20695	NA	NaN
NZ_CP186025.1-7919	Vibrio_anguillarum	0.01620
NZ_CP006019.1-51635	NA	NaN
NC_013960.1-33193	Nitrosococcus_wardiae	0.03838
NC_022664.1-68392	Spiribacter_salinus	0.11121
NZ_CP017057.1-1928	Erythrobacter_aurantius	0.07305
NC_021291.1-748	NA	NaN
NC_022664.1-23439	NA	NaN
NZ_CP142840.1-11830	Alteromonas_macleodii	0.00001
NC_013960.1-45821	Nitrosococcus_wardiae	0.17129
NC_013960.1-108428	Nitrosococcus_wardiae	0.01814
NC_021291.1-5713	NA	NaN
NC_007484.1-43789	Nitrosococcus_oceani	0.00001
NZ_CP018029.1-5582	Alteromonas_mediterranea	0.15533
NC_013960.1-140800	NA	NaN
NC_022664.1-43818	NA	NaN
NC_007484.1-39621	Nitrosococcus_oceani	0.01620
NC_009663.1-7317	NA	NaN
NC_013960.1-114320	Nitrosococcus_wardiae	0.11254
NC_022664.1-97719	NA	NaN
NC_013960.1-84668	Nitrosococcus_wardiae	0.08474
NC_020520.1-9134	NA	NaN
NC_008818.1-66391	NA	NaN
NC_021291.1-24344	Spiribacter_salinus	0.20588
NC_022664.1-12098	Spiribacter_roseus	0.08484
NC_022664.1-122943	Spiribacter_roseus	0.07179
NC_007484.1-49184	Nitrosococcus_oceani	0.00001
NC_022664.1-110329	Spiribacter_roseus	0.04902
NC_022664.1-129166	Spiribacter_roseus	0.18798
NC_008818.1-87836	NA	NaN
NZ_CP018029.1-28521	Alteromonas_macleodii	0.04697
NZ_CP018029.1-28521	Alteromonas_mediterranea	0.04668
NC_021291.1-27498	Spiribacter_salinus	0.04753
NZ_CP018029.1-11799	Alteromonas_mediterranea	0.03932
NC_021291.1-8668	Spiribacter_salinus	0.00619
NC_019566.1-54838	NA	NaN
NC_019566.1-19876	NA	NaN
NC_008818.1-110149	NA	NaN
NC_019566.1-31299	NA	NaN
NC_007484.1-21734	Nitrosococcus_oceani	0.00001
NC_009663.1-1686	NA	NaN
NC_021291.1-47556	NA	NaN
NC_013960.1-98400	Nitrosococcus_oceani	0.09022
NC_013960.1-26678	NA	NaN
NC_020888.1-6420	Thalassolituus_oleivorans	0.00001
NC_008818.1-39147	NA	NaN
NC_013960.1-124191	Nitrosococcus_wardiae	0.09099
NZ_CP186025.1-13305	Vibrio_anguillarum	0.00001
NC_020520.1-1503	NA	NaN
NC_008818.1-20643	NA	NaN
NC_019566.1-40094	NA	NaN
NZ_CP006019.1-17685	Palaeococcus_ferrophilus	0.18313
NC_022664.1-118577	Spiribacter_salinus	0.17241
NC_022664.1-112755	Spiribacter_roseus	0.16056
NZ_JBREXA010000001.1-4509	Aliivibrio_wodanis	0.01128
NZ_CP186025.1-13213	Vibrio_anguillarum	0.00001
NZ_CP186025.1-26591	Vibrio_anguillarum	0.02286
NZ_CP186025.1-28370	Vibrio_anguillarum	0.01255
NC_011312.1-10109	Aliivibrio_salmonicida	0.01378
NZ_CP006019.1-30128	Palaeococcus_ferrophilus	0.20580
NC_009663.1-39726	Sulfurovum_mangrovi	0.20601
NZ_CP006019.1-2054	NA	NaN
NC_007484.1-1248	Nitrosococcus_oceani	0.00001
NZ_CP018029.1-5446	Alteromonas_mediterranea	0.00774
NC_013960.1-60624	Nitrosococcus_wardiae	0.10366
NC_008818.1-108557	NA	NaN
NC_007484.1-34543	Nitrosococcus_oceani	0.00001
NC_022664.1-97206	Spiribacter_roseus	0.17153
NC_008818.1-16269	NA	NaN
NZ_CP018029.1-19099	Alteromonas_macleodii	0.17356
NZ_CP018029.1-19099	Alteromonas_mediterranea	0.13942
NC_015387.1-9629	NA	NaN
NC_009663.1-43316	NA	NaN
NZ_CP018029.1-2119	Alteromonas_mediterranea	0.01332
NC_013960.1-52298	Nitrosococcus_wardiae	0.02944
NC_015559.1-6440	Marinomonas_posidonica	0.10952
NC_013960.1-22460	Nitrosococcus_wardiae	0.04927
NC_011312.1-5236	Aliivibrio_salmonicida	0.00001
NC_008818.1-2325	NA	NaN
NC_022664.1-103574	Spiribacter_salinus	0.18873
NZ_AP043870.1-8308	NA	NaN
NZ_AP043870.1-4045	NA	NaN
NC_020888.1-5053	Thalassolituus_oleivorans	0.04176
NZ_CP006019.1-42286	NA	NaN
NC_008818.1-56183	NA	NaN
NZ_CP006019.1-19637	NA	NaN
NC_008818.1-27409	NA	NaN
NC_013960.1-38902	NA	NaN
NC_022664.1-138433	Spiribacter_roseus	0.17153
NZ_CP018029.1-21376	Alteromonas_mediterranea	0.00001
NZ_CP006019.1-812	Palaeococcus_ferrophilus	0.20580
NC_022664.1-144066	NA	NaN
NZ_CP006019.1-12546	NA	NaN
NC_020888.1-11946	Thalassolituus_oleivorans	0.00001
NC_013960.1-50045	Nitrosococcus_wardiae	0.15525
NC_013960.1-50045	Nitrosococcus_oceani	0.18938
NC_013960.1-75148	NA	NaN
NC_022664.1-131032	NA	NaN
NZ_CP142840.1-15029	Alteromonas_macleodii	0.00001
NC_008818.1-54901	NA	NaN
NC_008818.1-42590	NA	NaN
NC_021291.1-39377	Spiribacter_salinus	0.02672
NC_022664.1-70803	NA	NaN
