# software: krepp	version: v0.8.2	invocation :krepp place -i data/toy-index -q data/query_mixture.fq.gz -t data/reference_tree.nwk --tabular --num-threads 4
# (((Thalassolituus_oleivorans:0.04096{0},Sulfurovum_mangrovi:0.36463{1}):0.10560{2},(((Ilumatobacter_sp_AH-269-C13:0.12736{3},Ilumatobacter_coccineus:0.18559{4}):0.18819{5},(Spiribacter_roseus:0.02756{6},(Spiribacter_salinus:0.25239{7},(Candidatus_Endolissoclinum_sp:0.14462{8},(Erythrobacter_aurantius:0.14409{9},Erythrobacter_litoralis:0.07738{10}):0.06494{11}):0.10243{12}):0.03647{13}):0.06245{14}):0.15524{15},(Bacteroides_fragilis:0.50000{16},Palaeococcus_ferrophilus:0.50000{17}):0.06083{18}):0.10569{19}):0.03098{20},((Marinomonas_mediterranea:0.11388{21},(Marinomonas_posidonica:0.12629{22},((Staphylococcus_aureus:0.10455{23},(Moorella_thermoacetica:0.25831{24},Fusobacterium_nucleatum:0.14728{25}):0.07209{26}):0.12974{27},(Bacillus_subtilis:0.14246{28},(Thermus_thermophilus:0.15808{29},(Pyrodictium_occultum:0.19841{30},Mycobacterium_tuberculosis:0.20717{31}):0.04471{32}):0.02593{33}):0.12215{34}):0.07715{35}):0.04304{36}):0.09730{37},((Alteromonas_stellipolaris:0.15275{38},((Nitrosococcus_wardiae:0.08166{39},(Nitrosococcus_watsonii:0.09813{40},Nitrosococcus_oceani:-0.00904{41}):0.11275{42}):0.10015{43},(Vibrio_anguillarum:0.08961{44},(Aliivibrio_salmonicida:0.07676{45},Aliivibrio_wodanis:0.07034{46}):0.09247{47}):0.04989{48}):0.01565{49}):0.03886{50},(Alteromonas_mediterranea:0.06015{51},(Alteromonas_macleodii:0.05276{52},(Psychrobacter_cryohalolentis:0.14239{53},Allochromatium_vinosum:0.23019{54}):0.15003{55}):0.01706{56}):0.02411{57}):0.05419{58}):0.02465{59}){60};
SEQ_ID	DISTAL_NODE	EDGE_NUM	LWR	DIST
NC_022664.1-14352	Spiribacter_roseus	6	1.00000	0.02963
NC_021291.1-21174	Spiribacter_salinus	7	1.00000	0.02659
NC_007484.1-467	Nitrosococcus_oceani	41	1.00000	0.00009
NC_007484.1-1874	Nitrosococcus_oceani	41	1.00000	0.00009
NC_007484.1-26134	Nitrosococcus_oceani	41	1.00000	0.00009
NC_022664.1-89288	Nitrosococcus_wardiae	39	0.08487	0.07828
NC_022664.1-89288	Nitrosococcus_oceani	41	0.03456	0.09647
NC_022664.1-89288	Spiribacter_salinus	7	0.09971	0.07164
NC_022664.1-89288	Spiribacter_roseus	6	0.10528	0.06520
NC_022664.1-89288	NA	56	0.02777	0.09968
NC_022664.1-89288	Alteromonas_mediterranea	51	0.04270	0.09310
NC_022664.1-89288	NA	50	0.02776	0.09968
NC_022664.1-89288	Alteromonas_stellipolaris	38	0.06534	0.08504
NC_022664.1-89288	NA	43	0.07421	0.08204
NC_022664.1-89288	NA	14	0.08417	0.07854
NC_022664.1-89288	Alteromonas_macleodii	52	0.03467	0.09642
NC_022664.1-89288	Allochromatium_vinosum	54	0.10523	0.06581
NC_022664.1-89288	NA	58	0.02756	0.09979
NC_022664.1-89288	NA	42	0.06682	0.08454
NC_022664.1-89288	NA	57	0.03094	0.09812
NC_022664.1-89288	Nitrosococcus_watsonii	40	0.08840	0.07693
NC_013960.1-1462	Nitrosococcus_wardiae	39	1.00000	0.02116
NC_007484.1-51735	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-24500	Nitrosococcus_wardiae	39	1.00000	0.13804
NC_007484.1-14069	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-84191	Nitrosococcus_wardiae	39	1.00000	0.04330
NC_021291.1-42519	Spiribacter_salinus	7	1.00000	0.03865
NZ_CP142840.1-11536	NA	56	0.50000	0.00009
NZ_CP142840.1-11536	Alteromonas_macleodii	52	0.50000	0.00009
NC_013960.1-65123	Nitrosococcus_wardiae	39	1.00000	0.05377
NC_021291.1-20727	Spiribacter_salinus	7	1.00000	0.01412
NC_011312.1-5904	Aliivibrio_salmonicida	45	1.00000	0.00009
NC_013960.1-1939	Nitrosococcus_wardiae	39	1.00000	0.11593
NZ_CP186026.1-12616	Vibrio_anguillarum	44	1.00000	0.00009
NC_007484.1-38465	Nitrosococcus_oceani	41	1.00000	0.00009
NZ_CP186025.1-9527	Vibrio_anguillarum	44	1.00000	0.00875
NC_013960.1-15454	Nitrosococcus_wardiae	39	1.00000	0.07089
NZ_CP142840.1-13739	Alteromonas_macleodii	52	1.00000	0.00009
NC_007484.1-52482	Nitrosococcus_oceani	41	1.00000	0.00009
NC_021291.1-13595	Spiribacter_salinus	7	1.00000	0.01852
NC_022664.1-2906	Spiribacter_roseus	6	1.00000	0.13822
NC_015559.1-7025	Marinomonas_posidonica	22	1.00000	0.11329
NC_013960.1-101094	Nitrosococcus_wardiae	39	1.00000	0.11480
NZ_CP018029.1-29532	Alteromonas_mediterranea	51	1.00000	0.00009
NZ_CP018029.1-14903	Alteromonas_mediterranea	51	1.00000	0.01485
NC_007484.1-51546	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-139308	Nitrosococcus_wardiae	39	1.00000	0.03541
NC_022664.1-30745	Spiribacter_roseus	6	0.57344	0.12141
NC_022664.1-30745	NA	14	0.42656	0.14571
NC_013960.1-97843	Nitrosococcus_wardiae	39	1.00000	0.12121
NC_021291.1-35542	Spiribacter_salinus	7	1.00000	0.00774
NC_021291.1-1363	Spiribacter_salinus	7	1.00000	0.02757
NC_022664.1-36580	Spiribacter_roseus	6	1.00000	0.11273
NZ_CP018029.1-17142	Alteromonas_mediterranea	51	1.00000	0.01559
NC_011313.1-456	Aliivibrio_salmonicida	45	1.00000	0.00009
NZ_CP186025.1-26666	Vibrio_anguillarum	44	1.00000	0.02174
NC_013960.1-147497	Nitrosococcus_wardiae	39	1.00000	0.09713
NC_022664.1-116133	Spiribacter_roseus	6	1.00000	0.12439
NC_011313.1-381	Aliivibrio_salmonicida	45	1.00000	0.00009
NC_022664.1-116362	Spiribacter_roseus	6	0.60254	0.10917
NC_022664.1-116362	NA	14	0.39746	0.13199
NC_021291.1-47063	Spiribacter_salinus	7	1.00000	0.00988
NC_011312.1-936	Aliivibrio_salmonicida	45	1.00000	0.00009
NC_013960.1-65776	Nitrosococcus_wardiae	39	1.00000	0.07161
NZ_CP018029.1-835	Alteromonas_mediterranea	51	1.00000	0.00009
NC_013960.1-168767	Nitrosococcus_wardiae	39	1.00000	0.11736
NC_011313.1-926	Aliivibrio_salmonicida	45	1.00000	0.00009
NZ_CP018029.1-2841	Alteromonas_mediterranea	51	0.36961	0.03016
NZ_CP018029.1-2841	Alteromonas_macleodii	52	0.41875	0.02499
NZ_CP018029.1-2841	NA	57	0.21164	0.03782
NC_007484.1-45514	Nitrosococcus_oceani	41	0.25000	0.00009
NC_007484.1-45514	NA	43	0.25000	0.00009
NC_007484.1-45514	NA	42	0.25000	0.00009
NC_007484.1-45514	Nitrosococcus_watsonii	40	0.25000	0.00009
NC_022664.1-10723	Spiribacter_roseus	6	1.00000	0.03586
NZ_CP186025.1-10935	Vibrio_anguillarum	44	1.00000	0.03596
NC_007484.1-2983	Nitrosococcus_oceani	41	1.00000	0.00009
NC_007484.1-21138	Nitrosococcus_oceani	41	1.00000	0.00009
NZ_CP017057.1-57	Erythrobacter_aurantius	9	0.66268	0.09643
NZ_CP017057.1-57	NA	11	0.33732	0.12786
NC_007484.1-28201	Nitrosococcus_oceani	41	1.00000	0.00009
NZ_CP186025.1-31172	Vibrio_anguillarum	44	1.00000	0.01524
NC_021291.1-46199	Spiribacter_salinus	7	1.00000	0.00009
NC_011313.1-4586	Aliivibrio_salmonicida	45	1.00000	0.00009
NC_013960.1-128274	Nitrosococcus_wardiae	39	1.00000	0.04927
NC_007484.1-22444	Nitrosococcus_oceani	41	1.00000	0.00009
NC_007484.1-46496	Nitrosococcus_oceani	41	1.00000	0.00860
NZ_CP142840.1-13065	Alteromonas_macleodii	52	1.00000	0.00009
NC_013960.1-60047	Nitrosococcus_wardiae	39	0.69069	0.09445
NC_013960.1-60047	NA	43	0.30931	0.13336
NC_013960.1-166688	Nitrosococcus_wardiae	39	0.67604	0.08861
NC_013960.1-166688	NA	43	0.32396	0.12094
NC_022664.1-67749	Spiribacter_roseus	6	1.00000	0.07180
NC_013960.1-116646	Nitrosococcus_wardiae	39	1.00000	0.12423
NC_007484.1-51702	Nitrosococcus_oceani	41	1.00000	0.00702
NC_013960.1-71158	Nitrosococcus_wardiae	39	0.61997	0.10428
NC_013960.1-71158	NA	43	0.38003	0.13977
NZ_CP018029.1-36543	Alteromonas_mediterranea	51	1.00000	0.00741
NZ_CP142840.1-8663	Alteromonas_macleodii	52	1.00000	0.00009
NC_022664.1-104288	Spiribacter_roseus	6	1.00000	0.12439
NZ_CP018029.1-12881	Alteromonas_mediterranea	51	0.49402	0.08548
NZ_CP018029.1-12881	Alteromonas_macleodii	52	0.17969	0.11976
NZ_CP018029.1-12881	NA	57	0.32629	0.10680
NC_007484.1-2114	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-113183	Nitrosococcus_wardiae	39	0.71390	0.04496
NC_013960.1-113183	NA	43	0.28610	0.06233
NC_007484.1-31588	Nitrosococcus_oceani	41	1.00000	0.00009
NC_021291.1-33718	Spiribacter_salinus	7	1.00000	0.00009
NC_022664.1-54808	Spiribacter_roseus	6	1.00000	0.06286
NC_020888.1-12650	Thalassolituus_oleivorans	0	1.00000	0.12059
NZ_AP043870.1-4123	Psychrobacter_cryohalolentis	53	1.00000	0.10384
NC_013960.1-159758	Nitrosococcus_wardiae	39	1.00000	0.05524
NC_020888.1-66	Thalassolituus_oleivorans	0	1.00000	0.03063
NC_007484.1-25387	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-11372	Nitrosococcus_wardiae	39	1.00000	0.10366
NC_013960.1-164808	Nitrosococcus_wardiae	39	1.00000	0.04053
NC_013960.1-59646	Nitrosococcus_wardiae	39	0.37178	0.10308
NC_013960.1-59646	NA	43	0.31137	0.11752
NC_013960.1-59646	Nitrosococcus_watsonii	40	0.31685	0.11677
NC_013960.1-157423	Nitrosococcus_wardiae	39	1.00000	0.08205
NZ_AP043870.1-6941	Psychrobacter_cryohalolentis	53	1.00000	0.11853
NC_020888.1-6240	Thalassolituus_oleivorans	0	1.00000	0.00009
NC_013960.1-156474	Nitrosococcus_wardiae	39	1.00000	0.09479
NC_013960.1-105008	Nitrosococcus_wardiae	39	1.00000	0.11251
NZ_CP018029.1-24898	Alteromonas_mediterranea	51	1.00000	0.02314
NC_022664.1-124030	Spiribacter_roseus	6	1.00000	0.02963
NC_011313.1-3365	Aliivibrio_salmonicida	45	1.00000	0.00009
NC_015559.1-227	Marinomonas_posidonica	22	1.00000	0.01406
NC_013960.1-118821	Nitrosococcus_wardiae	39	1.00000	0.08476
NC_020888.1-13231	Thalassolituus_oleivorans	0	1.00000	0.00009
NZ_CP017057.1-11493	Erythrobacter_litoralis	10	0.59129	0.10857
NZ_CP017057.1-11493	NA	11	0.40871	0.13002
NZ_JBREXA010000001.1-3336	Aliivibrio_wodanis	46	1.00000	0.01490
NC_013960.1-58189	Nitrosococcus_wardiae	39	0.57872	0.12121
NC_013960.1-58189	NA	43	0.42128	0.14643
NZ_CP018029.1-30141	Alteromonas_mediterranea	51	0.55851	0.11720
NZ_CP018029.1-30141	NA	57	0.44149	0.14185
NC_013960.1-76062	Nitrosococcus_wardiae	39	0.64927	0.10308
NC_013960.1-76062	NA	43	0.35073	0.13074
NZ_CP186025.1-7895	Vibrio_anguillarum	44	0.69671	0.01117
NZ_CP186025.1-7895	NA	48	0.30329	0.01941
NC_013960.1-95470	Nitrosococcus_wardiae	39	0.63776	0.10331
NC_013960.1-95470	NA	43	0.36224	0.13247
NC_013960.1-23831	Nitrosococcus_wardiae	39	1.00000	0.06947
NZ_CP186026.1-4422	Vibrio_anguillarum	44	1.00000	0.01597
NC_021291.1-29059	Spiribacter_salinus	7	0.73523	0.01322
NC_021291.1-29059	NA	13	0.26477	0.02399
NZ_CP186025.1-7919	Vibrio_anguillarum	44	1.00000	0.01619
NC_013960.1-33193	Nitrosococcus_wardiae	39	1.00000	0.03838
NC_022664.1-68392	Spiribacter_salinus	7	1.00000	0.11118
NZ_CP017057.1-1928	Erythrobacter_aurantius	9	0.62818	0.07302
NZ_CP017057.1-1928	NA	11	0.37182	0.09916
NZ_CP142840.1-11830	NA	56	0.50000	0.00009
NZ_CP142840.1-11830	Alteromonas_macleodii	52	0.50000	0.00009
NC_013960.1-108428	Nitrosococcus_wardiae	39	1.00000	0.01813
NC_007484.1-43789	Nitrosococcus_oceani	41	1.00000	0.00009
NC_007484.1-39621	Nitrosococcus_oceani	41	1.00000	0.01622
NC_013960.1-114320	Nitrosococcus_wardiae	39	1.00000	0.11251
NC_013960.1-84668	Nitrosococcus_wardiae	39	1.00000	0.08476
NC_022664.1-12098	Spiribacter_roseus	6	1.00000	0.08487
NC_022664.1-122943	Spiribacter_roseus	6	1.00000	0.07180
NC_007484.1-49184	Nitrosococcus_oceani	41	1.00000	0.00009
NC_022664.1-110329	Spiribacter_roseus	6	0.70752	0.04902
NC_022664.1-110329	NA	14	0.29248	0.07847
NZ_CP018029.1-28521	Alteromonas_mediterranea	51	0.26311	0.04665
NZ_CP018029.1-28521	NA	56	0.15790	0.05500
NZ_CP018029.1-28521	Alteromonas_macleodii	52	0.26296	0.04695
NZ_CP018029.1-28521	NA	58	0.07005	0.06047
NZ_CP018029.1-28521	NA	57	0.24599	0.04961
NC_021291.1-27498	Spiribacter_salinus	7	1.00000	0.04752
NZ_CP018029.1-11799	Alteromonas_mediterranea	51	1.00000	0.03932
NC_021291.1-8668	Spiribacter_salinus	7	1.00000	0.00621
NC_007484.1-21734	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-98400	Nitrosococcus_oceani	41	1.00000	0.09023
NC_020888.1-6420	Thalassolituus_oleivorans	0	1.00000	0.00009
NC_013960.1-124191	Nitrosococcus_wardiae	39	1.00000	0.09101
NZ_CP186025.1-13305	Vibrio_anguillarum	44	1.00000	0.00009
NZ_JBREXA010000001.1-4509	Aliivibrio_wodanis	46	1.00000	0.01130
NZ_CP186025.1-13213	Vibrio_anguillarum	44	1.00000	0.00009
NZ_CP186025.1-26591	Vibrio_anguillarum	44	1.00000	0.02288
NZ_CP186025.1-28370	Vibrio_anguillarum	44	1.00000	0.01253
NC_011312.1-10109	Aliivibrio_salmonicida	45	1.00000	0.01378
NC_007484.1-1248	Nitrosococcus_oceani	41	1.00000	0.00009
NZ_CP018029.1-5446	Alteromonas_mediterranea	51	1.00000	0.00773
NC_013960.1-60624	Nitrosococcus_wardiae	39	1.00000	0.10366
NC_007484.1-34543	Nitrosococcus_oceani	41	1.00000	0.00009
NZ_CP018029.1-2119	Alteromonas_mediterranea	51	1.00000	0.01330
NC_013960.1-52298	Nitrosococcus_wardiae	39	1.00000	0.02947
NC_015559.1-6440	Marinomonas_posidonica	22	1.00000	0.10955
NC_013960.1-22460	Nitrosococcus_wardiae	39	0.79047	0.04927
NC_013960.1-22460	NA	43	0.20953	0.07931
NC_011312.1-5236	Aliivibrio_salmonicida	45	1.00000	0.00009
NC_020888.1-5053	Thalassolituus_oleivorans	0	1.00000	0.04175
NZ_CP018029.1-21376	Alteromonas_mediterranea	51	1.00000	0.00009
NC_020888.1-11946	Thalassolituus_oleivorans	0	1.00000	0.00009
NZ_CP142840.1-15029	Alteromonas_macleodii	52	1.00000	0.00009
NC_021291.1-39377	Spiribacter_salinus	7	1.00000	0.02674
NC_021291.1-48306	Spiribacter_salinus	7	1.00000	0.03025
NC_007484.1-47086	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-23172	Nitrosococcus_oceani	41	1.00000	0.08697
NC_007484.1-55061	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-109250	Nitrosococcus_wardiae	39	1.00000	0.04927
NZ_CP186025.1-7382	Vibrio_anguillarum	44	1.00000	0.01212
NZ_CP186025.1-8206	Vibrio_anguillarum	44	1.00000	0.01144
NC_007484.1-21041	Nitrosococcus_oceani	41	1.00000	0.00009
NC_013960.1-144135	Nitrosococcus_wardiae	39	1.00000	0.12423
NC_007484.1-36494	Nitrosococcus_oceani	41	1.00000	0.00009
NC_021291.1-31462	Spiribacter_salinus	7	1.00000	0.00009
NC_013960.1-100033	Nitrosococcus_wardiae	39	1.00000	0.03097
NC_021291.1-10855	Spiribacter_salinus	7	1.00000	0.00009
NZ_CP018029.1-23227	Alteromonas_mediterranea	51	1.00000	0.00009
NZ_JBREXA010000002.1-11684	Aliivibrio_wodanis	46	1.00000	0.01119
NC_015559.1-3418	Marinomonas_posidonica	22	1.00000	0.09161
NC_022664.1-26483	Spiribacter_roseus	6	1.00000	0.07284
NC_013960.1-97478	Nitrosococcus_wardiae	39	1.00000	0.05885
NZ_CP186025.1-28529	Vibrio_anguillarum	44	1.00000	0.00009
NZ_CP017057.1-17221	Erythrobacter_aurantius	9	0.60011	0.08125
NZ_CP017057.1-17221	NA	11	0.39989	0.10439
NC_022664.1-94585	Spiribacter_roseus	6	0.52868	0.12439
NC_022664.1-94585	NA	14	0.47132	0.13783
NZ_CP186025.1-17154	Vibrio_anguillarum	44	1.00000	0.00009
NC_013960.1-91252	Nitrosococcus_wardiae	39	0.79024	0.03967
NC_013960.1-91252	NA	43	0.20976	0.06276
NC_007484.1-18422	Nitrosococcus_oceani	41	0.62900	0.00009
NC_007484.1-18422	NA	42	0.37100	0.00461
NC_022664.1-16967	Spiribacter_roseus	6	1.00000	0.09204
NC_013960.1-37770	Nitrosococcus_wardiae	39	0.67948	0.06118
NC_013960.1-37770	NA	43	0.32052	0.08253
NZ_JBREXA010000002.1-6244	NA	47	0.50000	0.00009
NZ_JBREXA010000002.1-6244	Aliivibrio_wodanis	46	0.50000	0.00009
NC_011312.1-10389	Aliivibrio_salmonicida	45	1.00000	0.00997
NC_022664.1-64851	Spiribacter_roseus	6	1.00000	0.03788
NC_007484.1-48060	Nitrosococcus_oceani	41	1.00000	0.00009
NC_022664.1-19649	Spiribacter_roseus	6	1.00000	0.04703
NC_007484.1-53235	Nitrosococcus_oceani	41	1.00000	0.00009
NZ_CP018029.1-21078	Alteromonas_mediterranea	51	1.00000	0.00009
NC_013960.1-169428	Nitrosococcus_wardiae	39	1.00000	0.07001
NC_013960.1-82319	Nitrosococcus_wardiae	39	1.00000	0.09713
NC_022664.1-9420	Spiribacter_roseus	6	1.00000	0.10324
NZ_CP186025.1-15980	Vibrio_anguillarum	44	1.00000	0.01566
NC_011312.1-9046	Aliivibrio_salmonicida	45	1.00000	0.00009
NZ_CP186026.1-6114	Vibrio_anguillarum	44	1.00000	0.02136
NC_022664.1-129692	Spiribacter_roseus	6	1.00000	0.09629
NC_021291.1-33117	Spiribacter_salinus	7	1.00000	0.00009
NC_007484.1-28408	Nitrosococcus_oceani	41	1.00000	0.01626
NC_013960.1-108417	Nitrosococcus_oceani	41	1.00000	0.04278
NC_007484.1-11978	Nitrosococcus_oceani	41	1.00000	0.00934
NZ_CP142840.1-5931	Alteromonas_macleodii	52	1.00000	0.00009
NZ_CP186025.1-12104	Vibrio_anguillarum	44	1.00000	0.00009
NZ_JBREXA010000002.1-1405	Aliivibrio_wodanis	46	1.00000	0.01418
NC_013960.1-65477	Nitrosococcus_wardiae	39	1.00000	0.10366
NC_011312.1-2470	Aliivibrio_salmonicida	45	1.00000	0.00997
NZ_CP186025.1-5896	Vibrio_anguillarum	44	1.00000	0.01607
NC_007484.1-8313	Nitrosococcus_oceani	41	1.00000	0.00009
NZ_CP186026.1-8019	Vibrio_anguillarum	44	1.00000	0.02405
NC_022664.1-47742	Spiribacter_roseus	6	0.63363	0.11273
NC_022664.1-47742	NA	14	0.36637	0.14571
NC_021291.1-28038	Spiribacter_salinus	7	1.00000	0.00009
NC_013960.1-149622	Nitrosococcus_wardiae	39	1.00000	0.06249
NC_020888.1-2833	Thalassolituus_oleivorans	0	1.00000	0.00722
NZ_CP142840.1-7728	Alteromonas_macleodii	52	1.00000	0.01691
NC_013960.1-103967	Nitrosococcus_wardiae	39	1.00000	0.11736
NZ_CP186025.1-31229	Vibrio_anguillarum	44	1.00000	0.01253
NC_013960.1-101679	Nitrosococcus_wardiae	39	1.00000	0.06537
NC_022664.1-101696	Candidatus_Endolissoclinum_sp	8	0.34545	0.12825
NC_022664.1-101696	Spiribacter_roseus	6	0.34550	0.12767
NC_022664.1-101696	NA	14	0.30905	0.14484
NZ_CP017057.1-9837	Erythrobacter_aurantius	9	0.50434	0.13885
NZ_CP017057.1-9837	NA	11	0.49566	0.14571
NC_007484.1-29024	Nitrosococcus_oceani	41	1.00000	0.00366
NZ_JBREXA010000002.1-10056	Aliivibrio_wodanis	46	1.00000	0.01418
NC_020888.1-8806	Thalassolituus_oleivorans	0	1.00000	0.00353
NC_021291.1-2338	Spiribacter_salinus	7	1.00000	0.00636
NC_007484.1-27041	Nitrosococcus_oceani	41	1.00000	0.00009
